nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
ENG,DF,32,1990,24.8,101,4.07,68,28,1,0,2,2,11,0.44,7,3,0,0,0,1
ENG,DF,18,2004,8.7,20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0
ENG,MF,17,2006,13.4,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1
GER,GK,30,1993,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SVK,GK,34,1989,22.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SCO,"FW,MF",33,1989,1.4,3,2.11,3,0,0,0,0,0,1,0.7,1,0,0,0,0,0
ENG,DF,27,1995,0.9,4,4.62,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,19,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
PAR,FW,29,1994,21.5,52,2.41,40,1,3,7,1,0,4,0.19,2,1,0,1,0,0
ENG,GK,31,1992,14.9,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
WAL,DF,31,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,23,2000,4.9,12,2.47,10,1,0,0,1,0,3,0.62,2,0,0,0,1,0
ENG,MF,25,1997,30.5,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0
NED,DF,23,2000,15.3,14,0.92,12,0,0,2,0,0,3,0.2,3,0,0,0,0,0
ENG,DF,20,2002,14.6,36,2.47,28,0,2,1,3,2,5,0.34,3,0,1,0,1,0
IRL,DF,21,2002,8.7,6,0.69,5,0,0,1,0,0,1,0.11,0,0,0,1,0,0
BRA,MF,19,2004,0.1,2,22.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SWE,"FW,MF",21,2002,27.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1
CRC,FW,20,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
WAL,"FW,MF",22,2001,2.6,7,2.66,3,0,2,1,1,0,3,1.14,1,0,1,0,1,0
ENG,"FW,MF",22,2000,20.6,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0
SEN,MF,33,1989,2.4,8,3.4,5,0,0,2,0,1,1,0.42,1,0,0,0,0,0
NZL,FW,31,1991,20.1,44,2.19,33,0,4,7,0,0,4,0.2,1,0,3,0,0,0
BRA,MF,22,2001,19.9,48,2.41,34,5,4,4,1,0,4,0.2,4,0,0,0,0,0
BEL,FW,28,1995,6.7,16,2.38,11,1,2,1,1,0,2,0.3,2,0,0,0,0,0
BRA,DF,34,1989,4.2,4,0.97,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0
USA,"FW,MF",20,2002,2.6,12,4.6,9,1,1,0,0,1,2,0.77,1,1,0,0,0,0
ARG,DF,26,1997,8.9,15,1.69,14,0,0,1,0,0,2,0.22,2,0,0,0,0,0
ENG,DF,27,1995,16.2,25,1.54,16,7,0,2,0,0,4,0.25,4,0,0,0,0,0
CIV,MF,25,1997,11.5,18,1.57,15,0,0,1,1,1,2,0.17,2,0,0,0,0,0
ENG,DF,26,1997,4.9,3,0.62,2,0,0,1,0,0,1,0.21,1,0,0,0,0,0
USA,GK,29,1994,17.0,4,0.24,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL,GK,31,1992,16.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,"MF,FW",23,2000,35.1,149,4.25,86,38,9,7,8,1,18,0.51,14,3,0,1,0,0
SEN,DF,27,1996,16.2,11,0.68,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,DF,21,2002,31.0,30,0.97,20,1,5,3,1,0,4,0.13,2,1,0,0,1,0
WAL,DF,22,2001,18.2,31,1.7,23,1,1,4,1,1,4,0.22,3,0,1,0,0,0
ARG,"MF,FW",25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0
POR,DF,23,2000,5.1,9,1.77,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GRE,GK,29,1994,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NGA,DF,26,1996,18.8,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0
BEL,MF,25,1998,17.4,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1
POR,"MF,FW",18,2005,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,25,1997,22.1,30,1.36,22,0,0,5,3,0,4,0.18,3,0,0,1,0,0
SCO,DF,26,1996,4.6,2,0.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CIV,"DF,MF",30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0
NGA,FW,25,1997,11.6,30,2.6,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0
CIV,DF,32,1991,16.0,16,1.0,14,0,0,2,0,0,2,0.13,2,0,0,0,0,0
ENG,"MF,DF",19,2003,10.4,9,0.86,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0
BIH,DF,24,1999,29.4,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0
TUN,MF,22,2001,4.7,12,2.58,8,1,1,1,0,1,0,0.0,0,0,0,0,0,0
ENG,FW,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
USA,DF,24,1998,28.6,16,0.56,11,2,1,0,0,2,0,0.0,0,0,0,0,0,0
CHI,"FW,MF",24,1999,12.3,31,2.52,21,0,4,2,3,1,4,0.33,2,0,1,0,1,0
ENG,"DF,MF",28,1994,15.2,24,1.58,22,1,0,0,1,0,3,0.2,3,0,0,0,0,0
CIV,"FW,MF",20,2002,4.3,6,1.4,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0
ENG,"FW,MF",22,2001,20.4,49,2.41,32,0,9,5,1,2,4,0.2,2,0,1,1,0,0
ENG,"DF,MF",35,1988,3.6,3,0.84,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG,FW,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GRE,DF,30,1993,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0
NED,MF,26,1997,32.3,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0
CRO,GK,27,1996,8.6,2,0.23,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,DF,29,1993,32.1,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0
ENG,"MF,FW",20,2002,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0
ENG,DF,23,2000,31.0,33,1.07,26,1,3,1,2,0,1,0.03,0,0,0,1,0,0
IRL,DF,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
SCO,"MF,DF",31,1991,1.0,4,3.91,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,DF,22,2001,10.2,10,0.98,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG,DF,26,1996,7.9,4,0.51,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG,"DF,MF",26,1997,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0
ENG,MF,19,2004,10.5,23,2.2,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0
SCO,FW,27,1996,14.2,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0
NIR,MF,32,1991,16.0,32,2.0,19,12,0,1,0,0,1,0.06,1,0,0,0,0,0
ENG,"FW,MF",23,2000,3.8,7,1.82,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
WAL,DF,24,1999,1.2,1,0.82,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SCO,FW,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
IRL,DF,17,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1
BRA,MF,24,1999,29.6,26,0.88,22,1,0,1,0,2,3,0.1,2,0,0,1,0,0
ENG,GK,32,1991,29.4,4,0.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
DEN,FW,19,2003,8.7,12,1.37,3,0,1,5,3,0,1,0.11,0,0,0,1,0,0
ALG,DF,22,2001,5.9,8,1.36,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0
ARG,FW,19,2003,0.6,1,1.84,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
WAL,DF,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0
WAL,FW,22,2001,23.2,70,3.02,55,0,4,6,3,2,13,0.56,11,0,0,1,0,1
ESP,"FW,MF",22,2001,2.3,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0
ARG,DF,25,1998,31.0,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0
ENG,FW,19,2004,0.2,1,4.09,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
COL,DF,27,1996,0.9,1,1.17,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
SWE,"FW,MF",23,2000,30.7,127,4.14,104,1,9,11,0,2,8,0.26,6,0,1,0,0,1
ITA,DF,20,2002,26.6,57,2.15,51,0,4,2,0,0,7,0.26,6,0,0,1,0,0
BRA,DF,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0
ENG,DF,29,1994,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ARG,MF,27,1996,5.6,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0
ITA,GK,26,1996,38.0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CRO,FW,34,1989,1.1,8,6.99,6,1,1,0,0,0,2,1.75,1,1,0,0,0,0
ENG,MF,26,1996,23.7,161,6.79,110,22,10,6,10,3,19,0.8,13,1,2,1,1,1
NIR,FW,18,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ISR,FW,24,1999,2.2,19,8.59,16,0,1,1,1,0,2,0.9,2,0,0,0,0,0
NED,DF,22,2001,26.0,11,0.42,9,0,1,0,1,0,1,0.04,0,0,1,0,0,0
ENG,MF,15,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,"MF,DF",22,2000,7.9,14,1.78,13,0,0,1,0,0,2,0.25,2,0,0,0,0,0
SEN,MF,20,2002,23.0,52,2.26,43,0,0,3,2,4,7,0.3,6,0,0,1,0,0
ESP,DF,23,1999,34.3,107,3.12,66,28,4,5,4,0,12,0.35,9,3,0,0,0,0
DEN,MF,27,1995,14.6,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0
ROU,DF,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,FW,26,1997,16.6,34,2.05,23,0,3,5,2,1,5,0.3,5,0,0,0,0,0
URU,MF,26,1997,11.2,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1
KOR,FW,31,1992,32.6,129,3.96,108,0,11,6,3,1,17,0.52,13,0,3,0,1,0
GER,FW,27,1996,9.0,34,3.78,25,0,4,4,1,0,7,0.78,7,0,0,0,0,0
MLI,MF,26,1996,23.0,44,1.91,35,2,3,0,0,4,3,0.13,3,0,0,0,0,0
ENG,"DF,FW",33,1989,4.8,12,2.48,7,3,0,0,2,0,1,0.21,1,0,0,0,0,0
FRA,GK,30,1993,30.0,2,0.07,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,35,1988,7.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,"DF,FW",23,2000,6.0,9,1.49,7,0,0,0,2,0,1,0.17,1,0,0,0,0,0
ENG,FW,31,1992,4.5,17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0
ENG,FW,18,2004,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MEX,MF,25,1997,26.4,32,1.21,24,0,2,3,0,3,2,0.08,2,0,0,0,0,0
ITA,DF,28,1994,34.9,74,2.12,49,6,3,4,8,4,12,0.34,6,2,1,1,1,1
ENG,FW,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,28,1994,33.3,116,3.48,57,51,1,4,1,2,16,0.48,7,7,0,2,0,0
ENG,FW,26,1996,33.5,81,2.42,55,7,6,5,6,2,12,0.36,9,1,0,1,0,1
ENG,DF,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,27,1995,3.4,5,1.46,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GRE,DF,25,1997,16.7,10,0.6,7,0,0,1,0,2,0,0.0,0,0,0,0,0,0
FRA,DF,28,1994,31.5,13,0.41,11,0,0,1,1,0,2,0.06,2,0,0,0,0,0
BRA,"FW,MF",25,1997,29.1,95,3.26,77,1,7,2,6,2,16,0.55,13,1,2,0,0,0
CIV,"MF,FW",26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
JAM,FW,33,1990,18.8,33,1.75,18,1,5,3,4,2,5,0.27,4,0,1,0,0,0
GHA,"FW,MF",22,2000,27.6,100,3.62,53,1,25,8,12,1,16,0.58,8,0,3,3,2,0
MAR,DF,27,1996,20.6,14,0.68,12,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP,"MF,FW",27,1996,4.7,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1
ALG,"FW,MF",27,1995,6.9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0
GER,"DF,MF",26,1996,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CZE,MF,28,1995,31.9,42,1.32,34,1,0,4,0,3,4,0.13,4,0,0,0,0,0
CZE,DF,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0
POL,GK,38,1985,8.0,1,0.12,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MLI,MF,21,2001,9.1,13,1.43,12,0,1,0,0,0,2,0.22,2,0,0,0,0,0
ENG,DF,33,1990,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0
ENG,GK,30,1993,4.3,1,0.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
PAR,"MF,DF",18,2005,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
POR,FW,21,2002,2.9,9,3.08,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ESP,"DF,MF",20,2002,8.2,17,2.07,14,0,1,1,1,0,2,0.24,2,0,0,0,0,0
KOR,"FW,MF",27,1996,23.5,48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0
FRA,"MF,FW",25,1998,10.6,30,2.81,20,2,6,1,1,0,2,0.19,1,0,1,0,0,0
ESP,MF,29,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
POR,GK,30,1993,33.7,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
BRA,MF,22,2001,29.4,65,2.21,48,4,2,4,2,5,4,0.14,3,0,0,1,0,0
ENG,FW,17,2006,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GAB,MF,29,1993,33.0,47,1.42,42,0,0,4,1,0,5,0.15,4,0,0,0,1,0
BRA,"FW,MF",24,1999,27.1,78,2.88,46,1,12,8,8,3,13,0.48,9,0,1,1,1,1
POR,MF,24,1998,2.0,7,3.52,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
IRL,"DF,MF",31,1992,12.8,19,1.48,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,DF,26,1997,38.0,39,1.03,34,0,2,2,0,1,0,0.0,0,0,0,0,0,0
IRL,FW,18,2005,2.1,6,2.92,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
POR,"DF,MF",29,1993,34.3,60,1.75,46,0,3,2,6,3,3,0.09,2,0,0,0,0,1
ESP,"MF,FW",31,1992,19.4,87,4.49,49,26,2,4,5,1,11,0.57,7,4,0,0,0,0
POR,"FW,MF",23,2000,16.8,75,4.45,41,15,8,4,7,0,14,0.83,8,2,2,1,1,0
ALG,"DF,MF",22,2001,25.9,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0
URU,DF,24,1998,9.1,5,0.55,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
AUT,FW,26,1997,1.8,5,2.71,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ZIM,"MF,FW",19,2003,1.6,3,1.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0
POR,DF,24,1999,30.8,21,0.68,16,1,1,3,0,0,4,0.13,3,0,0,1,0,0
ESP,GK,22,1993,2.0,,,,,,,,,,,,,,,,
SRB,"FW,MF",25,1991,8.6,,,,,,,,,,,,,,,,
SRB,DF,24,1992,1.7,,,,,,,,,,,,,,,,
ESP,DF,30,1985,20.2,,,,,,,,,,,,,,,,
ESP,DF,21,1994,10.5,,,,,,,,,,,,,,,,
VEN,"FW,MF",28,1988,9.3,,,,,,,,,,,,,,,,
ARG,"FW,MF",21,1995,1.8,,,,,,,,,,,,,,,,
COL,MF,26,1989,16.0,,,,,,,,,,,,,,,,
BRA,FW,25,1991,28.7,,,,,,,,,,,,,,,,
ESP,GK,24,1992,36.0,,,,,,,,,,,,,,,,
ESP,"FW,MF",31,1984,13.6,,,,,,,,,,,,,,,,
ESP,"FW,MF",26,1989,20.2,,,,,,,,,,,,,,,,
ESP,"DF,FW",25,1991,27.8,,,,,,,,,,,,,,,,
ESP,MF,30,1986,22.3,,,,,,,,,,,,,,,,
ESP,"DF,FW",21,1995,31.2,,,,,,,,,,,,,,,,
SRB,MF,26,1990,8.3,,,,,,,,,,,,,,,,
ESP,DF,27,1989,14.1,,,,,,,,,,,,,,,,
BRA,DF,22,1993,8.8,,,,,,,,,,,,,,,,
ESP,"FW,MF",24,1992,5.6,,,,,,,,,,,,,,,,
FRA,"DF,MF",18,1997,30.3,,,,,,,,,,,,,,,,
ESP,MF,22,1994,27.7,,,,,,,,,,,,,,,,
ESP,DF,26,1989,23.9,,,,,,,,,,,,,,,,
MAR,"DF,MF",27,1989,24.9,,,,,,,,,,,,,,,,
ESP,"FW,MF",26,1990,17.9,,,,,,,,,,,,,,,,
PAR,"FW,MF",24,1992,5.9,,,,,,,,,,,,,,,,
ESP,MF,27,1989,12.9,,,,,,,,,,,,,,,,
ESP,FW,35,1981,27.3,,,,,,,,,,,,,,,,
ESP,FW,18,1997,0.9,,,,,,,,,,,,,,,,
ESP,DF,22,1994,31.8,,,,,,,,,,,,,,,,
ESP,MF,29,1987,26.7,,,,,,,,,,,,,,,,
ESP,FW,29,1987,0.3,,,,,,,,,,,,,,,,
ESP,DF,27,1988,17.3,,,,,,,,,,,,,,,,
ESP,DF,24,1992,5.2,,,,,,,,,,,,,,,,
ESP,"DF,MF",29,1987,1.2,,,,,,,,,,,,,,,,
ESP,GK,35,1981,15.6,,,,,,,,,,,,,,,,
ESP,"FW,MF",23,1992,26.7,,,,,,,,,,,,,,,,
GHA,"FW,MF",22,1994,31.0,,,,,,,,,,,,,,,,
ESP,"DF,MF",23,1993,17.5,,,,,,,,,,,,,,,,
ESP,MF,26,1990,4.2,,,,,,,,,,,,,,,,
ESP,GK,21,1994,22.4,,,,,,,,,,,,,,,,
ESP,"FW,MF",28,1987,12.4,,,,,,,,,,,,,,,,
ESP,DF,28,1988,31.6,,,,,,,,,,,,,,,,
ESP,MF,31,1984,5.3,,,,,,,,,,,,,,,,
ESP,"DF,MF",27,1989,30.0,,,,,,,,,,,,,,,,
ESP,MF,23,1993,3.2,,,,,,,,,,,,,,,,
ESP,"FW,MF",30,1986,31.9,,,,,,,,,,,,,,,,
ESP,"FW,MF",24,1992,4.9,,,,,,,,,,,,,,,,
ESP,DF,28,1987,7.9,,,,,,,,,,,,,,,,
ESP,DF,21,1995,25.2,,,,,,,,,,,,,,,,
ESP,"DF,FW",27,1989,23.9,,,,,,,,,,,,,,,,
ITA,"FW,MF",29,1987,0.2,,,,,,,,,,,,,,,,
FRA,"FW,MF",25,1991,33.9,,,,,,,,,,,,,,,,
ARG,MF,30,1986,1.6,,,,,,,,,,,,,,,,
URU,DF,30,1986,30.1,,,,,,,,,,,,,,,,
ESP,FW,32,1984,15.8,,,,,,,,,,,,,,,,
BRA,DF,30,1985,33.4,,,,,,,,,,,,,,,,
ESP,MF,33,1983,32.1,,,,,,,,,,,,,,,,
SVN,GK,23,1993,29.4,,,,,,,,,,,,,,,,
URU,DF,21,1995,11.3,,,,,,,,,,,,,,,,
ESP,"DF,MF",31,1985,22.0,,,,,,,,,,,,,,,,
ESP,MF,24,1992,35.2,,,,,,,,,,,,,,,,
FRA,FW,29,1987,19.0,,,,,,,,,,,,,,,,
FRA,DF,20,1996,13.9,,,,,,,,,,,,,,,,
ESP,GK,32,1984,8.6,,,,,,,,,,,,,,,,
ARG,"FW,MF",28,1988,11.4,,,,,,,,,,,,,,,,
ESP,"DF,MF",21,1994,28.2,,,,,,,,,,,,,,,,
MNE,"DF,MF",25,1991,30.3,,,,,,,,,,,,,,,,
GHA,"DF,MF",23,1993,7.1,,,,,,,,,,,,,,,,
POR,MF,35,1981,5.0,,,,,,,,,,,,,,,,
BEL,"DF,FW",22,1993,25.1,,,,,,,,,,,,,,,,
ARG,"FW,MF",21,1995,13.7,,,,,,,,,,,,,,,,
CRO,"DF,MF",24,1992,10.3,,,,,,,,,,,,,,,,
ESP,"DF,MF",26,1989,5.3,,,,,,,,,,,,,,,,
POR,MF,23,1993,17.7,,,,,,,,,,,,,,,,
ESP,MF,32,1984,14.8,,,,,,,,,,,,,,,,
TUR,"FW,MF",29,1987,13.8,,,,,,,,,,,,,,,,
ESP,MF,18,1998,0.5,,,,,,,,,,,,,,,,
CHI,GK,33,1983,1.0,,,,,,,,,,,,,,,,
ESP,MF,22,1994,13.2,,,,,,,,,,,,,,,,
ESP,DF,29,1987,24.3,,,,,,,,,,,,,,,,
CRO,MF,28,1988,26.0,,,,,,,,,,,,,,,,
NED,GK,27,1989,1.0,,,,,,,,,,,,,,,,
ARG,"DF,MF",32,1984,21.3,,,,,,,,,,,,,,,,
ESP,"DF,MF",27,1989,21.9,,,,,,,,,,,,,,,,
FRA,DF,32,1983,11.5,,,,,,,,,,,,,,,,
ARG,"FW,MF",29,1987,31.4,,,,,,,,,,,,,,,,
FRA,"DF,MF",23,1993,13.0,,,,,,,,,,,,,,,,
URU,FW,29,1987,31.7,,,,,,,,,,,,,,,,
GER,GK,24,1992,36.0,,,,,,,,,,,,,,,,
BRA,"DF,MF",20,1995,2.0,,,,,,,,,,,,,,,,
MAR,"FW,MF",20,1995,0.2,,,,,,,,,,,,,,,,
BRA,"FW,MF",24,1992,29.4,,,,,,,,,,,,,,,,
ESP,FW,22,1993,9.5,,,,,,,,,,,,,,,,
BRA,MF,23,1993,11.9,,,,,,,,,,,,,,,,
FRA,DF,22,1993,23.7,,,,,,,,,,,,,,,,
ESP,"DF,MF",24,1992,26.5,,,,,,,,,,,,,,,,
ESP,MF,28,1988,29.9,,,,,,,,,,,,,,,,
ROU,DF,24,1992,16.7,,,,,,,,,,,,,,,,
ESP,GK,29,1987,37.0,,,,,,,,,,,,,,,,
PAR,FW,20,1996,16.6,,,,,,,,,,,,,,,,
ALG,DF,24,1991,24.6,,,,,,,,,,,,,,,,
ESP,DF,26,1990,14.8,,,,,,,,,,,,,,,,
BEL,MF,19,1996,3.2,,,,,,,,,,,,,,,,
ITA,DF,23,1992,19.3,,,,,,,,,,,,,,,,
ESP,MF,19,1996,26.0,,,,,,,,,,,,,,,,
ESP,GK,33,1983,1.0,,,,,,,,,,,,,,,,
SRB,MF,24,1992,18.0,,,,,,,,,,,,,,,,
ESP,MF,20,1996,1.7,,,,,,,,,,,,,,,,
CHI,MF,25,1990,8.4,,,,,,,,,,,,,,,,
ARG,DF,25,1991,34.4,,,,,,,,,,,,,,,,
ESP,"FW,MF",35,1981,18.6,,,,,,,,,,,,,,,,
FRA,"DF,MF",26,1990,12.8,,,,,,,,,,,,,,,,
ESP,DF,20,1996,5.5,,,,,,,,,,,,,,,,
ESP,"FW,MF",19,1996,1.7,,,,,,,,,,,,,,,,
BRA,MF,27,1989,23.8,,,,,,,,,,,,,,,,
ESP,DF,22,1994,14.2,,,,,,,,,,,,,,,,
DEN,DF,22,1994,26.5,,,,,,,,,,,,,,,,
UKR,FW,26,1989,1.7,,,,,,,,,,,,,,,,
ESP,"FW,MF",35,1981,30.9,,,,,,,,,,,,,,,,
ESP,MF,23,1992,14.1,,,,,,,,,,,,,,,,
SUR,"DF,MF",30,1986,9.5,,,,,,,,,,,,,,,,
ESP,FW,23,1992,16.0,,,,,,,,,,,,,,,,
ESP,"DF,MF",25,1990,10.7,,,,,,,,,,,,,,,,
ESP,MF,32,1984,9.1,,,,,,,,,,,,,,,,
ESP,DF,26,1989,16.2,,,,,,,,,,,,,,,,
DEN,"FW,MF",21,1995,2.9,,,,,,,,,,,,,,,,
ESP,DF,25,1991,10.5,,,,,,,,,,,,,,,,
GLP,"FW,MF",28,1988,7.3,,,,,,,,,,,,,,,,
DEN,"DF,MF",27,1989,26.4,,,,,,,,,,,,,,,,
ESP,DF,21,1995,1.0,,,,,,,,,,,,,,,,
CHI,"FW,MF",30,1986,5.8,,,,,,,,,,,,,,,,
ARG,DF,29,1987,30.2,,,,,,,,,,,,,,,,
ITA,FW,29,1987,8.8,,,,,,,,,,,,,,,,
ARG,DF,30,1985,24.2,,,,,,,,,,,,,,,,
ESP,DF,25,1991,22.1,,,,,,,,,,,,,,,,
ESP,"FW,MF",28,1987,25.7,,,,,,,,,,,,,,,,
ESP,GK,19,1997,1.0,,,,,,,,,,,,,,,,
SWE,FW,24,1992,11.8,,,,,,,,,,,,,,,,
ESP,"DF,MF",22,1994,24.6,,,,,,,,,,,,,,,,
ESP,MF,24,1991,7.4,,,,,,,,,,,,,,,,
ESP,MF,25,1991,12.1,,,,,,,,,,,,,,,,
CHI,MF,29,1986,18.3,,,,,,,,,,,,,,,,
SRB,"DF,MF",23,1993,26.9,,,,,,,,,,,,,,,,
CHI,"FW,MF",29,1986,21.1,,,,,,,,,,,,,,,,
SEN,MF,18,1997,6.3,,,,,,,,,,,,,,,,
DEN,"FW,MF",21,1995,18.5,,,,,,,,,,,,,,,,
ESP,GK,21,1995,11.0,,,,,,,,,,,,,,,,
ESP,DF,24,1992,21.2,,,,,,,,,,,,,,,,
ESP,GK,29,1986,26.0,,,,,,,,,,,,,,,,
COD,"FW,MF",20,1995,24.0,,,,,,,,,,,,,,,,
ESP,"DF,MF",23,1993,4.9,,,,,,,,,,,,,,,,
ESP,MF,28,1988,17.0,,,,,,,,,,,,,,,,
