nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
ALG,MF,25,1992,22.5,6,0,0,57,28,1,24,29,33,0,0,0,145,17,26,39.5
GLP,DF,29,1989,6.3,0,0,0,9,10,0,22,9,5,0,0,0,27,14,3,82.4
MAR,DF,22,1996,11.7,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1
TUN,"MF,FW",26,1992,25.4,2,0,0,31,69,9,139,11,33,1,0,0,120,8,31,20.5
TUN,DF,26,1992,29.7,6,1,1,29,11,4,118,45,25,0,0,0,170,28,42,40.0
FRA,"MF,FW",28,1989,28.0,3,1,0,42,29,1,25,47,33,0,0,0,154,13,35,27.1
ISL,GK,23,1995,25.0,0,0,0,0,4,0,0,1,0,0,0,0,33,10,0,100.0
MLI,DF,23,1994,4.6,1,1,0,10,1,0,1,11,7,0,0,0,15,10,10,50.0
GUI,"FW,MF",23,1995,2.6,0,0,0,12,6,3,1,0,1,0,0,0,11,21,15,58.3
FRA,"DF,MF",21,1996,16.2,2,0,0,36,19,2,27,32,25,0,0,0,116,18,14,56.3
NCL,"DF,MF",30,1987,33.6,12,1,1,52,37,0,0,87,55,0,1,1,208,51,62,45.1
FRA,"FW,MF",23,1995,25.0,4,0,0,49,13,7,35,9,18,0,0,0,84,19,33,36.5
FRA,"MF,FW",32,1986,1.5,0,0,0,2,3,0,6,0,0,0,0,0,8,0,0,
GNB,FW,24,1994,8.5,2,0,0,14,9,10,3,1,3,0,0,0,14,21,37,36.2
MLI,DF,23,1995,16.8,3,0,0,25,10,1,71,23,21,0,1,0,81,18,24,42.9
FRA,DF,31,1986,23.3,3,1,0,8,22,1,1,50,24,0,0,0,106,30,49,38.0
GAB,MF,24,1994,8.3,3,0,0,17,11,0,6,15,11,0,0,0,59,14,23,37.8
FRA,DF,18,1999,1.9,0,0,0,1,1,0,0,0,6,0,0,0,10,1,6,14.3
FRA,DF,29,1989,2.0,0,0,0,3,2,0,0,6,3,0,1,0,9,5,8,38.5
CMR,DF,21,1997,27.0,5,0,0,26,17,0,12,39,33,0,1,0,117,98,51,65.8
MTN,MF,25,1992,5.3,2,0,0,12,5,0,4,6,9,0,0,0,24,7,8,46.7
SWE,DF,28,1990,1.0,0,0,0,1,0,0,5,1,1,0,0,0,5,1,0,100.0
COD,DF,24,1994,19.0,3,0,0,18,21,2,41,24,24,0,1,0,100,7,22,24.1
FRA,DF,34,1983,29.4,2,0,0,26,27,1,1,34,20,0,0,0,162,55,54,50.5
SWE,GK,28,1990,17.0,0,0,0,0,3,0,0,0,0,0,0,0,12,7,0,100.0
RSA,MF,23,1994,21.4,3,0,0,26,14,0,8,29,38,1,0,0,136,12,16,42.9
FRA,MF,17,2001,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
FRA,MF,29,1988,13.2,4,0,0,32,12,2,24,11,28,0,0,0,84,30,38,44.1
FRA,"MF,FW",20,1997,26.4,5,0,0,38,35,2,20,26,38,0,0,0,158,42,76,35.6
FRA,GK,24,1994,21.0,0,0,0,0,5,0,0,2,0,0,0,0,9,4,0,100.0
FRA,"FW,MF",22,1996,20.4,3,1,0,47,49,6,60,23,23,1,0,0,99,69,67,50.7
FRA,"FW,MF",20,1997,28.6,4,2,0,44,45,7,44,10,28,2,1,0,134,110,93,54.2
GLP,"FW,MF",18,2000,0.6,0,0,0,1,2,0,0,0,1,0,0,0,2,0,5,0.0
FRA,"FW,MF",21,1997,8.0,3,0,0,11,7,0,26,9,18,0,0,0,49,8,7,53.3
FRA,"FW,MF",22,1996,4.8,1,0,0,4,9,1,4,0,0,0,0,0,15,38,33,53.5
FRA,"MF,FW",27,1991,18.5,1,0,0,23,42,7,125,19,19,0,0,0,117,19,42,31.1
FRA,FW,30,1988,17.1,2,0,0,25,37,6,9,4,9,0,0,0,49,47,65,42.0
SEN,DF,29,1988,1.9,1,1,0,3,0,0,1,0,1,0,0,0,7,9,4,69.2
POR,DF,23,1995,36.0,4,0,0,18,34,1,249,40,35,0,1,0,229,44,37,54.3
FRA,"MF,FW",28,1989,8.8,0,0,0,10,9,3,8,8,5,0,0,0,28,47,28,62.7
FRA,MF,27,1991,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
COD,"MF,FW",26,1992,6.3,0,0,0,11,8,1,44,4,4,0,0,0,23,12,13,48.0
FRA,MF,35,1983,23.4,4,0,0,42,28,3,40,37,29,0,0,0,152,23,37,38.3
FRA,DF,26,1992,19.1,6,1,1,26,20,0,0,21,11,0,0,0,119,39,26,60.0
KVX,FW,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA,MF,19,1999,6.3,2,0,0,6,7,0,0,7,15,0,0,0,42,6,9,40.0
GNB,DF,24,1994,2.7,1,0,0,3,0,1,2,7,4,0,1,0,24,7,4,63.6
SEN,DF,21,1997,17.7,3,0,0,13,29,2,26,27,35,1,1,0,89,29,24,54.7
BRA,DF,20,1997,11.8,1,0,0,14,13,0,0,19,11,0,0,0,55,41,16,71.9
CIV,"FW,MF",22,1996,33.4,4,0,0,25,65,2,56,41,19,0,0,0,194,27,36,42.9
FRA,"MF,FW",20,1998,31.1,3,0,0,36,29,1,23,6,14,0,0,0,100,12,48,20.0
POR,DF,34,1983,34.6,5,1,0,29,14,0,6,37,15,0,2,0,187,117,40,74.5
FRA,DF,29,1989,5.2,0,0,0,7,5,1,17,5,8,0,0,0,29,8,15,34.8
CIV,DF,21,1997,8.7,2,0,0,6,3,0,0,6,6,0,1,0,56,8,12,40.0
RSA,FW,22,1996,2.8,0,0,0,9,1,2,0,0,1,0,0,0,2,2,15,11.8
FRA,FW,31,1987,13.4,3,0,0,18,10,10,2,2,1,1,0,0,18,36,47,43.4
BRA,"FW,MF",22,1996,8.7,2,1,0,22,8,1,30,3,17,0,0,0,35,1,11,8.3
FRA,GK,23,1995,38.0,1,0,0,0,10,0,0,0,0,0,0,0,44,9,0,100.0
CIV,"FW,MF",23,1995,36.9,1,0,0,24,108,11,74,13,10,5,0,0,137,42,37,53.2
POR,FW,19,1999,14.3,3,0,0,25,17,3,10,4,2,1,0,0,25,27,56,32.5
MOZ,DF,24,1994,1.1,0,0,0,5,2,0,4,1,2,0,0,0,6,2,0,100.0
POR,"FW,MF",28,1990,7.0,1,0,0,22,4,2,2,2,12,0,0,0,23,37,29,56.1
BRA,MF,21,1997,11.3,4,0,0,18,14,0,2,23,19,0,0,0,92,14,18,43.8
BRA,MF,26,1992,34.2,10,0,0,39,66,0,136,68,47,0,2,0,311,24,36,40.0
POR,MF,23,1994,25.1,10,0,0,56,28,0,25,21,31,0,0,0,127,38,36,51.4
ALG,MF,23,1994,1.8,0,0,0,3,3,0,3,1,1,0,0,0,12,1,1,50.0
MLI,DF,23,1995,19.0,3,0,0,18,27,2,70,39,38,0,0,0,115,13,25,34.2
TUR,DF,21,1997,33.0,5,1,0,55,27,1,87,34,59,2,3,0,176,24,34,41.4
POR,GK,27,1990,34.0,0,0,0,1,6,0,0,2,0,0,1,0,41,5,0,100.0
BFA,FW,22,1995,23.5,5,0,0,21,45,18,30,15,22,3,0,0,97,23,33,41.1
FRA,DF,23,1995,28.1,2,0,0,28,44,0,80,34,28,0,1,0,195,46,36,56.1
BRA,DF,29,1989,9.8,2,0,0,9,9,0,9,30,16,0,0,0,72,34,26,56.7
ALG,MF,20,1998,34.0,2,0,0,30,53,11,7,32,38,2,0,0,218,17,33,34.0
BEL,DF,23,1995,30.6,2,0,0,13,9,0,2,26,21,0,1,0,161,54,45,54.5
FRA,MF,26,1992,1.3,0,0,0,2,2,0,6,1,3,0,0,0,13,2,3,40.0
MAD,DF,34,1984,11.8,4,0,0,13,9,0,0,18,10,0,1,0,50,23,24,48.9
NED,DF,22,1995,11.6,1,0,0,19,12,1,47,18,23,0,0,0,68,18,19,48.6
FRA,FW,17,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA,DF,23,1994,22.7,2,0,0,30,15,2,88,22,22,0,0,0,127,28,24,53.8
FRA,MF,21,1997,19.2,3,2,2,26,17,1,2,26,38,0,0,1,127,31,39,44.3
BRA,DF,31,1987,32.0,6,0,0,33,10,0,3,62,33,0,0,1,223,171,45,79.2
DOM,FW,24,1993,1.6,0,0,0,3,1,0,1,1,0,0,0,0,0,2,0,100.0
FRA,FW,21,1997,16.5,2,0,0,13,12,5,16,6,13,0,0,0,60,23,26,46.9
FRA,GK,27,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,100.0
CIV,FW,21,1996,14.2,2,0,0,8,18,9,52,5,11,0,0,0,51,19,27,41.3
NED,"FW,MF",24,1994,30.4,5,0,0,36,33,10,200,9,9,0,0,0,108,12,16,42.9
FRA,FW,22,1996,22.4,1,0,0,35,13,17,8,2,4,3,0,0,36,50,51,49.5
FRA,MF,25,1993,22.1,5,0,0,44,63,18,79,7,31,1,0,0,85,13,31,29.5
FRA,DF,18,2000,0.7,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,100.0
SEN,MF,20,1997,5.0,3,0,0,13,7,0,0,2,0,0,0,0,20,2,8,20.0
BRA,DF,28,1990,11.4,4,1,0,22,19,2,47,15,19,0,0,1,72,17,15,53.1
FRA,MF,21,1996,29.9,3,0,0,42,72,0,6,30,43,0,1,0,189,18,12,60.0
FRA,FW,21,1997,0.1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,
FRA,DF,32,1985,15.7,2,0,0,17,10,2,2,18,9,0,3,0,97,59,19,75.6
FRA,DF,18,1999,26.8,6,0,0,25,30,1,6,45,39,0,1,0,147,61,48,56.0
SEN,"DF,MF",26,1992,24.9,3,1,1,37,32,3,107,39,48,0,0,0,150,35,26,57.4
FRA,DF,20,1998,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
CMR,FW,24,1993,4.0,0,0,0,7,3,1,2,2,4,0,0,0,15,5,11,31.3
FRA,"MF,FW",31,1987,21.2,3,0,0,13,33,0,213,8,9,1,0,0,72,4,10,28.6
CRO,DF,21,1996,17.2,1,2,0,13,6,0,1,20,16,0,0,0,84,65,26,71.4
FRA,"FW,MF",25,1993,29.0,5,1,0,29,48,8,125,8,23,1,0,0,126,19,30,38.8
FRA,MF,28,1989,1.2,1,0,0,3,0,0,1,1,0,0,0,0,9,3,0,100.0
JPN,DF,28,1990,26.4,3,0,0,32,25,1,34,37,41,0,1,0,113,82,34,70.7
FRA,DF,24,1994,24.2,7,2,0,46,33,1,82,46,50,0,1,0,110,71,31,69.6
NED,MF,28,1990,21.6,7,0,0,35,9,2,24,24,40,0,1,0,124,40,39,50.6
GRE,FW,30,1988,6.4,0,0,0,8,5,5,0,0,0,0,0,0,13,11,14,44.0
ARG,"FW,MF",24,1994,30.1,11,0,0,51,64,6,70,29,54,0,0,0,185,39,56,41.1
BRA,"MF,DF",31,1987,27.1,8,0,0,37,40,2,7,34,43,0,2,0,159,16,22,42.1
ITA,FW,27,1990,10.4,5,1,0,24,25,4,2,3,3,0,0,0,26,21,28,42.9
FRA,MF,20,1997,24.2,4,0,0,32,14,0,67,20,24,0,0,0,145,6,13,31.6
FRA,MF,23,1994,26.7,9,0,0,52,50,1,49,42,47,0,0,0,198,23,40,36.5
SRB,"FW,MF",22,1996,7.6,2,0,0,6,3,4,12,5,5,0,1,0,29,3,10,23.1
POR,DF,32,1985,8.9,2,0,0,8,2,0,0,11,7,0,0,0,44,19,18,51.4
FRA,GK,33,1985,30.4,1,1,0,3,2,0,0,1,0,0,2,0,31,8,1,88.9
SVK,DF,32,1985,0.8,1,0,0,1,0,0,0,2,2,0,0,0,3,4,0,100.0
FRA,FW,28,1990,24.1,1,0,0,22,20,5,22,6,25,0,0,0,59,98,146,40.2
FRA,GK,35,1982,7.6,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,100.0
MLI,MF,23,1995,2.7,0,0,0,1,3,0,3,3,1,0,0,0,10,9,6,60.0
POR,MF,29,1989,13.2,6,0,0,22,17,0,6,16,31,0,0,0,118,21,15,58.3
RUS,"MF,FW",22,1996,25.4,7,1,0,45,43,1,67,22,17,0,0,0,138,8,22,26.7
MLI,DF,22,1996,3.8,0,0,0,5,2,0,4,11,6,0,0,0,15,11,3,78.6
ITA,DF,34,1984,5.5,1,1,0,1,6,1,7,7,5,0,0,0,18,4,5,44.4
ITA,DF,23,1995,6.6,0,0,0,7,7,0,19,7,8,0,0,0,29,11,12,47.8
GER,"DF,MF",21,1997,20.3,3,0,0,35,42,4,48,35,39,0,0,0,91,13,18,41.9
FRA,DF,17,2001,19.6,4,0,0,13,6,0,0,21,18,1,1,1,94,36,15,70.6
BRA,"FW,MF",23,1995,5.8,3,0,0,12,7,9,4,1,1,1,0,0,22,13,22,37.1
ESP,MF,31,1987,10.7,2,0,0,6,17,0,30,9,10,0,0,0,69,7,18,28.0
CRO,GK,33,1984,12.6,1,0,0,1,2,0,0,0,0,0,0,0,5,4,0,100.0
SUI,GK,34,1983,22.9,2,0,0,1,2,0,0,0,0,0,1,0,23,5,0,100.0
FRA,"DF,MF",26,1992,23.1,5,0,0,38,30,9,81,30,34,0,2,0,140,30,26,53.6
SEN,DF,21,1997,17.7,4,0,0,17,22,1,71,28,31,0,0,1,101,29,26,52.7
POR,"FW,MF",23,1995,15.4,1,0,0,14,25,2,58,8,12,0,0,0,75,7,19,26.9
CMR,FW,23,1995,0.3,0,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0.0
FRA,DF,18,2000,1.0,0,0,0,2,0,0,1,3,3,0,0,0,5,1,2,33.3
FRA,MF,17,2001,0.7,0,0,0,0,1,0,0,2,2,0,0,0,2,1,0,100.0
CIV,MF,24,1994,11.9,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8
BRA,"DF,MF",25,1992,24.7,9,1,1,43,20,1,0,25,38,0,1,0,110,63,35,64.3
ESP,"FW,MF",19,1999,3.1,1,0,0,6,4,0,28,1,0,0,0,0,12,2,4,33.3
FRA,"MF,DF",20,1998,1.3,1,0,0,2,1,1,2,3,4,0,0,0,6,1,1,50.0
POL,DF,30,1988,33.0,10,0,0,29,38,0,2,61,23,0,2,0,137,95,78,54.9
FRA,"DF,MF",22,1996,2.2,2,0,0,8,2,0,0,5,4,0,0,0,7,6,1,85.7
MLI,"FW,MF",18,1999,8.5,1,0,0,8,13,1,8,2,4,1,0,0,22,16,35,31.4
BEL,"MF,DF",28,1989,7.7,1,0,0,10,8,2,34,3,5,0,0,0,29,16,7,69.6
BRA,DF,35,1982,3.3,0,2,0,3,0,0,0,5,3,0,0,0,12,15,8,65.2
GNB,MF,26,1991,5.2,1,0,0,9,7,0,1,3,7,1,0,0,30,7,5,58.3
ITA,"FW,MF",17,2001,0.9,1,0,0,4,2,0,0,0,1,0,0,0,2,1,5,16.7
COL,FW,32,1986,28.4,10,0,0,70,63,14,7,3,15,1,1,0,85,92,96,48.9
FRA,MF,20,1998,1.0,1,0,0,3,2,0,0,1,0,0,0,0,4,1,0,100.0
FRA,DF,20,1998,3.9,1,0,0,4,6,0,1,3,8,0,0,0,9,6,6,50.0
POR,"FW,MF",22,1995,20.5,1,0,0,16,28,5,146,8,22,0,0,0,84,7,21,25.0
FRA,"FW,MF",21,1996,5.2,1,1,0,11,2,2,38,1,7,0,0,0,38,3,8,27.3
SEN,GK,22,1995,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
FRA,"MF,FW",18,2000,8.2,1,0,0,18,11,1,16,8,7,0,0,0,48,7,11,38.9
MNE,"MF,FW",28,1989,4.4,1,0,0,4,3,1,2,1,1,0,0,0,10,5,9,35.7
FRA,MF,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
FRA,MF,29,1988,0.9,0,0,0,0,1,0,0,0,3,0,0,0,10,2,1,66.7
FRA,FW,17,2000,0.5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
BEL,MF,21,1997,18.7,5,0,0,22,31,0,55,18,24,0,0,0,128,27,17,61.4
MAR,MF,22,1996,11.9,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2
CMR,DF,27,1991,23.7,5,0,0,23,24,0,65,38,21,0,0,1,108,13,34,27.7
ALG,FW,26,1991,34.6,4,0,0,93,53,25,138,4,20,0,0,0,94,127,159,44.4
FRA,GK,27,1991,37.0,1,0,0,1,6,0,0,5,0,0,1,0,43,18,2,90.0
FRA,"FW,MF",19,1998,0.4,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,0.0
FRA,MF,28,1990,31.2,3,0,0,54,26,1,5,59,58,0,0,0,191,79,70,53.0
FRA,DF,33,1985,36.6,5,1,0,38,29,1,6,67,45,0,0,0,159,76,57,57.1
COD,GK,20,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
TUN,MF,23,1995,34.3,5,0,0,40,34,0,6,60,58,0,0,0,235,40,30,57.1
URU,"MF,FW",28,1990,1.3,0,0,0,2,0,0,0,0,6,0,0,0,8,6,6,50.0
FRA,MF,26,1991,28.5,6,1,1,45,33,7,201,23,20,0,0,0,168,15,33,31.3
FRA,"FW,MF",24,1994,32.2,1,1,0,34,36,7,51,6,15,0,0,0,136,97,108,47.3
CIV,FW,29,1989,0.7,0,0,0,2,2,1,2,0,0,0,0,0,2,3,4,42.9
FRA,"MF,FW",21,1996,10.3,3,0,0,19,24,4,58,5,7,0,0,0,51,12,17,41.4
RSA,FW,25,1993,1.0,0,0,0,2,2,0,4,0,1,0,0,0,5,0,3,0.0
URU,DF,22,1996,6.1,2,0,0,14,16,1,16,9,11,0,0,0,24,9,6,60.0
SRB,"DF,MF",22,1995,3.6,0,0,0,3,5,0,12,9,9,0,0,0,17,4,5,44.4
CGO,MF,21,1997,1.0,0,0,0,0,3,0,7,0,1,0,0,0,6,1,0,100.0
FRA,DF,19,1999,10.9,0,0,0,11,10,0,2,23,15,0,1,0,61,14,19,42.4
FRA,"MF,DF",29,1989,19.9,5,0,0,30,26,4,40,22,33,0,1,0,134,22,17,56.4
POR,DF,27,1990,29.6,7,0,0,45,48,0,10,48,42,1,0,0,156,34,52,39.5
SRB,FW,28,1990,6.7,0,0,0,16,7,4,3,3,5,1,0,0,21,47,27,63.5
FRA,DF,25,1993,28.1,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7
SEN,"FW,MF",35,1982,1.5,0,0,0,3,6,2,3,0,0,0,0,0,7,6,11,35.3
BRA,DF,40,1977,35.9,5,1,0,23,45,0,4,66,13,0,1,1,246,77,48,61.6
FRA,MF,19,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
FRA,FW,17,2001,1.3,0,0,0,2,2,0,1,0,1,0,0,0,3,0,4,0.0
GUI,MF,24,1994,30.5,4,1,0,26,47,1,24,47,31,1,0,0,198,47,52,47.5
GHA,"FW,MF",26,1991,25.0,3,0,0,17,73,11,40,7,13,3,0,0,107,13,35,27.1
FRA,GK,22,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
FRA,FW,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BRA,MF,26,1992,16.4,6,3,2,35,23,0,4,29,40,0,0,0,86,55,40,57.9
BEL,FW,24,1994,13.7,2,0,0,6,27,9,42,8,10,0,0,0,62,13,17,43.3
,DF,24,1993,1.0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,0,100.0
CRO,FW,22,1995,0.6,1,0,0,3,0,0,1,0,1,0,0,0,1,1,4,20.0
MLI,"DF,FW",26,1992,12.9,3,0,0,26,22,0,28,19,20,0,1,0,73,26,18,59.1
ROU,GK,32,1986,26.6,0,0,0,0,2,0,0,2,0,0,0,0,43,5,2,71.4
BRA,DF,25,1993,35.0,8,0,0,44,26,2,5,50,34,0,1,0,209,86,69,55.5
GNB,DF,24,1994,8.6,2,0,0,12,9,2,9,8,13,0,1,0,51,10,11,47.6
FRA,FW,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
ARG,FW,27,1990,15.2,0,0,0,16,34,13,4,2,5,1,0,0,41,42,61,40.8
FRA,DF,21,1997,22.7,4,0,0,27,20,1,74,78,41,0,0,0,165,41,27,60.3
BRA,"DF,FW",28,1990,14.2,4,1,0,18,19,1,35,18,34,0,1,0,87,20,17,54.1
BRA,"FW,MF",22,1996,14.7,1,0,0,17,24,0,63,8,23,0,0,0,75,5,22,18.5
MAR,MF,19,1999,1.0,1,0,0,4,0,0,2,0,0,0,0,0,8,1,1,50.0
MLI,FW,26,1991,19.5,6,1,1,54,21,21,14,4,7,1,0,0,41,141,102,58.0
SEN,DF,28,1989,5.6,0,0,0,2,6,0,3,6,10,0,0,0,33,16,8,66.7
CIV,DF,25,1992,1.0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,
BRA,"FW,MF",23,1995,8.0,0,0,0,19,31,0,15,9,17,0,0,0,49,23,16,59.0
BRA,"DF,FW",26,1991,27.7,6,0,0,46,31,7,215,29,28,0,0,0,181,39,45,46.4
USA,DF,23,1995,8.0,5,0,0,11,4,0,1,12,11,0,2,0,31,46,7,86.8
FRA,GK,25,1993,10.4,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,100.0
FRA,DF,30,1987,24.0,8,0,0,24,12,2,5,34,48,0,2,0,189,47,42,52.8
FRA,FW,19,1998,1.4,1,0,0,8,1,0,1,0,0,0,0,0,5,2,1,66.7
SVN,MF,28,1990,11.7,2,0,0,6,12,0,0,21,14,0,0,0,66,34,14,70.8
COD,"MF,FW",21,1996,18.3,0,0,0,17,11,4,17,9,20,0,0,0,91,9,19,32.1
FRA,DF,19,1999,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3
FRA,"MF,FW",26,1992,2.3,1,0,0,8,9,0,18,0,1,1,0,0,16,1,3,25.0
FRA,MF,23,1994,35.8,3,0,0,44,29,3,104,33,54,0,0,0,243,35,46,43.2
CMR,MF,24,1994,32.7,7,0,0,45,36,0,5,56,44,0,1,0,182,32,39,45.1
FRA,FW,21,1997,32.2,2,0,0,12,68,8,82,4,6,2,0,0,105,30,31,49.2
FRA,DF,18,2000,3.1,0,0,0,3,2,0,1,3,5,0,0,0,20,4,4,50.0
TUN,FW,18,1999,0.4,0,0,0,2,1,0,3,1,2,0,0,0,5,0,1,0.0
TUN,"FW,MF",21,1997,9.1,2,0,0,14,21,4,20,5,11,0,0,0,43,8,12,40.0
MTQ,DF,25,1992,32.6,9,1,0,34,46,0,3,61,52,0,1,0,186,99,56,63.9
FRA,DF,34,1983,9.8,3,0,0,8,3,0,16,14,21,0,1,0,33,9,13,40.9
BRA,MF,22,1996,17.2,1,1,0,18,34,0,2,15,20,0,0,0,72,18,18,50.0
BRA,DF,34,1983,35.8,11,0,0,44,16,1,4,38,40,0,1,0,217,75,41,64.7
FRA,"FW,MF",18,1999,3.0,0,0,0,4,6,0,1,0,2,0,0,0,16,0,2,0.0
CMR,FW,19,1999,11.5,1,0,0,9,12,2,3,1,1,1,0,0,25,23,21,52.3
FRA,FW,21,1997,4.9,0,1,0,12,6,4,6,2,2,1,0,0,17,4,15,21.1
FRA,"MF,FW",20,1998,11.4,3,0,0,12,13,0,5,9,8,0,0,0,51,5,24,17.2
FRA,DF,19,1999,33.3,1,0,0,31,30,0,10,68,36,0,1,1,194,53,33,61.6
ITA,FW,27,1990,8.4,5,0,0,19,15,3,1,1,0,0,0,0,16,13,16,44.8
FRA,"FW,MF",20,1998,1.0,0,0,0,2,0,0,1,0,1,0,0,0,3,0,8,0.0
FRA,FW,28,1990,2.3,2,0,0,2,3,1,0,1,1,0,0,0,8,2,5,28.6
FRA,FW,17,2001,1.8,0,0,0,4,3,3,0,2,1,0,0,0,3,3,11,21.4
COM,FW,19,1999,10.6,2,0,0,5,7,3,7,1,8,0,0,0,41,9,19,32.1
FRA,DF,20,1997,9.6,1,0,0,6,22,0,32,17,12,0,0,0,63,19,18,51.4
MTQ,DF,22,1996,15.0,3,0,0,15,12,0,24,31,23,0,1,0,84,11,16,40.7
FRA,MF,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
POR,"MF,FW",15,2002,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
FRA,MF,25,1993,26.6,5,1,0,43,32,1,39,36,46,0,0,0,147,15,22,40.5
SEN,"DF,MF",22,1995,5.6,2,0,0,8,6,0,10,9,2,0,0,0,39,13,15,46.4
FRA,MF,23,1995,9.3,1,0,0,9,14,0,16,6,12,0,0,0,60,4,11,26.7
ARG,GK,25,1993,35.0,1,0,0,0,4,0,0,2,0,0,0,0,21,12,0,100.0
FRA,MF,23,1995,26.2,2,1,1,22,48,1,131,11,20,0,0,0,157,10,10,50.0
FRA,GK,24,1994,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
ALG,"DF,FW",22,1996,25.1,8,0,0,42,58,9,72,56,44,3,0,0,145,44,41,51.8
FRA,DF,23,1994,32.5,9,1,0,31,24,1,3,70,27,0,3,0,159,74,60,55.2
FRA,MF,22,1995,23.9,2,0,0,35,11,0,49,15,16,0,0,0,128,17,38,30.9
BEL,FW,23,1995,13.1,4,0,0,24,21,3,3,2,6,1,0,0,26,84,71,54.2
FRA,FW,23,1994,4.9,1,0,0,13,6,1,5,0,2,0,0,0,12,52,33,61.2
GAB,"MF,FW",23,1994,29.3,5,0,0,41,27,5,46,20,32,0,0,0,147,27,74,26.7
FRA,DF,20,1998,23.7,2,1,1,12,25,0,79,23,30,0,0,0,109,20,12,62.5
FRA,DF,21,1996,12.4,2,1,1,13,19,1,10,21,16,0,0,0,49,17,26,39.5
ALG,DF,35,1982,2.0,1,0,0,1,1,0,0,1,4,0,0,0,12,5,2,71.4
FRA,DF,24,1994,14.8,5,0,0,18,11,0,13,22,29,0,0,0,77,18,18,50.0
NIG,DF,35,1983,16.4,3,0,0,18,10,0,2,14,13,0,1,1,77,28,30,48.3
FRA,MF,26,1992,20.8,5,0,0,40,30,2,21,15,31,0,0,0,194,21,31,40.4
FRA,DF,26,1992,17.7,6,1,0,22,16,1,1,38,21,0,1,0,78,32,38,45.7
SEN,MF,32,1986,5.1,5,0,0,19,9,0,2,10,11,0,0,0,29,28,13,68.3
FRA,GK,21,1997,38.0,0,0,0,0,7,0,0,1,1,0,0,0,28,12,2,85.7
FRA,MF,30,1988,0.3,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0,100.0
MAR,FW,26,1992,13.9,1,0,0,11,11,5,19,10,5,0,0,0,40,42,67,38.5
FRA,"FW,DF",25,1993,33.4,2,0,0,37,69,7,77,27,49,0,0,0,150,95,140,40.4
SEN,"MF,FW",23,1995,27.5,3,0,0,39,27,3,87,16,19,1,0,0,136,18,36,33.3
MAR,DF,20,1998,21.1,4,0,0,29,32,0,40,46,44,0,0,0,93,18,26,40.9
FRA,MF,22,1995,19.7,2,0,0,19,11,0,19,22,21,1,0,0,118,22,27,44.9
FRA,MF,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA,MF,26,1991,31.8,6,1,0,51,96,0,256,64,58,0,0,0,325,44,46,48.9
TUR,FW,21,1996,13.7,1,0,0,14,30,11,4,5,6,0,0,0,40,18,38,32.1
FRA,MF,23,1995,11.8,3,0,0,23,8,0,6,10,20,0,0,1,97,20,10,66.7
FRA,GK,25,1993,21.0,1,0,0,0,1,0,0,0,1,0,0,0,27,2,1,66.7
