nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
ZAM,FW,22,1998,12.9,15,10,2,8,5,2,19,10.5,17,7,0,7,2,17,8,0
POR,DF,27,1993,11.0,37,20,19,13,5,21,40,52.5,19,13,1,12,17,54,39,0
ENG,DF,31,1989,3.7,8,5,3,4,1,2,5,40.0,3,8,3,5,1,9,7,0
BEL,DF,25,1995,23.6,67,31,38,22,7,27,43,62.8,16,28,9,19,29,96,54,1
FRA,DF,20,2000,7.0,12,8,11,1,0,7,11,63.6,4,5,2,3,12,24,26,1
NGA,"MF,DF",24,1996,18.0,60,32,32,27,1,22,55,40.0,33,36,8,28,42,102,54,1
BEL,MF,24,1997,29.2,74,38,23,45,6,42,100,42.0,58,47,13,34,21,95,41,3
TUR,DF,25,1996,27.7,47,30,32,12,3,26,42,61.9,16,44,27,17,32,79,115,1
ENG,"MF,FW",27,1993,8.7,15,11,2,8,5,3,14,21.4,11,12,2,10,6,21,5,0
BRA,GK,28,1992,36.0,3,1,3,0,0,3,5,60.0,2,1,0,1,0,3,28,1
SCO,DF,27,1994,28.2,36,21,16,15,5,20,35,57.1,15,24,3,21,23,59,61,0
IRL,GK,22,1998,2.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
ENG,MF,20,2001,9.5,11,9,3,6,2,1,10,10.0,9,4,0,4,6,17,4,0
POR,FW,24,1996,26.3,39,18,12,18,9,13,55,23.6,42,19,2,17,6,45,6,0
BEL,FW,26,1995,1.5,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0
BRA,MF,27,1993,25.7,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25,1
ENG,MF,18,2003,3.8,3,0,1,1,1,0,6,0.0,6,8,1,7,4,7,2,0
FRA,DF,22,1999,11.0,16,10,9,6,1,7,10,70.0,3,13,9,4,16,32,37,1
ENG,"MF,DF",35,1986,9.5,28,16,12,11,5,12,29,41.4,17,19,5,14,17,45,20,0
ENG,DF,24,1997,3.7,10,6,5,2,3,5,9,55.6,4,4,1,3,5,15,6,0
ENG,MF,31,1990,28.9,36,20,9,25,2,17,44,38.6,27,25,1,24,23,59,14,0
CMR,DF,29,1991,31.0,47,34,23,19,5,20,31,64.5,11,26,14,12,44,91,93,1
ENG,FW,16,2004,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
GRE,DF,25,1996,9.7,27,12,12,8,7,12,16,75.0,4,6,2,4,10,37,22,2
COL,FW,24,1997,10.6,9,7,3,5,1,2,8,25.0,6,7,0,7,4,13,2,0
EGY,FW,29,1992,30.7,17,8,5,9,3,6,19,31.6,13,7,1,6,6,23,5,0
GUI,MF,26,1995,13.0,46,23,17,19,10,26,42,61.9,16,33,2,31,14,60,8,0
WAL,DF,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
BRA,FW,29,1991,11.0,23,14,5,8,10,3,16,18.8,13,20,0,20,4,27,3,0
SEN,FW,29,1992,31.3,33,20,7,14,12,8,26,30.8,18,30,1,29,8,41,15,0
JPN,"FW,MF",26,1995,2.1,3,2,1,1,1,2,8,25.0,6,2,0,2,1,4,2,0
ESP,MF,30,1991,17.0,48,29,14,24,10,10,42,23.8,32,22,2,20,26,74,13,2
ENG,DF,22,1998,31.7,40,23,19,13,8,27,60,45.0,33,22,4,18,43,83,40,0
ENG,MF,18,2002,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,0,0
NED,DF,30,1991,34.0,16,10,11,5,0,11,16,68.8,5,21,14,7,31,47,109,0
ESP,DF,27,1994,31.4,33,15,22,10,1,14,20,70.0,6,15,10,5,20,53,64,2
FRA,DF,27,1994,0.9,2,2,1,1,0,2,6,33.3,4,0,0,0,0,2,0,0
POR,"MF,FW",26,1994,31.7,57,29,19,19,19,31,67,46.3,36,24,2,22,20,77,19,0
ENG,DF,18,2003,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
ENG,"FW,MF",19,2002,1.4,2,1,1,1,0,0,2,0.0,2,3,0,3,1,3,0,0
BRA,GK,27,1993,37.0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12,0
BRA,"MF,DF",36,1985,10.7,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13,1
ESP,FW,21,2000,3.4,2,2,0,1,1,0,3,0.0,3,2,0,2,0,2,1,0
BRA,FW,24,1997,20.9,18,12,2,4,12,6,26,23.1,20,18,0,18,15,33,8,0
ENG,FW,25,1995,21.3,18,17,4,10,4,5,13,38.5,8,11,1,10,8,26,7,0
ENG,"MF,FW",18,2002,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ENG,DF,27,1994,12.4,5,3,3,2,0,2,3,66.7,1,3,3,0,11,16,27,1
POR,DF,27,1994,35.9,83,54,33,35,15,46,91,50.5,45,25,3,22,59,142,45,1
BRA,FW,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
BEL,MF,30,1991,24.5,32,16,4,15,13,12,37,32.4,25,32,2,30,6,38,16,0
ENG,DF,31,1990,19.5,15,6,7,7,1,8,17,47.1,9,14,4,10,14,29,16,1
ENG,FW,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED,DF,26,1995,10.3,16,9,7,8,1,6,8,75.0,2,7,5,2,8,24,23,0
UKR,DF,24,1996,11.6,20,14,7,10,3,11,20,55.0,9,11,3,8,14,34,15,1
ENG,FW,21,2000,23.6,16,8,10,4,2,7,17,41.2,10,9,0,9,11,27,5,0
ENG,FW,26,1994,23.6,23,10,3,11,9,10,23,43.5,13,12,0,12,12,35,3,0
ALG,FW,30,1991,16.6,11,3,5,4,2,5,19,26.3,14,15,1,14,6,17,6,0
ESP,MF,25,1996,32.0,72,43,24,38,10,32,59,54.2,27,28,5,23,28,100,45,0
POR,DF,24,1997,26.7,26,19,11,12,3,8,15,53.3,7,19,13,6,23,49,66,0
USA,GK,26,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
GER,MF,30,1990,20.6,23,9,10,12,1,12,31,38.7,19,11,1,10,15,38,10,0
ENG,DF,23,1997,19.9,49,36,25,18,6,14,20,70.0,6,24,14,10,34,83,41,2
ARG,"FW,MF",17,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
BRA,DF,28,1992,18.4,48,27,35,9,4,27,43,62.8,16,17,4,13,26,74,45,0
SWE,FW,19,2002,13.5,26,20,12,12,2,15,29,51.7,14,17,1,16,9,35,7,0
FRA,FW,25,1995,2.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
POR,MF,26,1994,34.6,54,28,26,22,6,26,91,28.6,65,36,0,36,17,71,42,2
POR,FW,36,1985,27.3,8,6,1,5,2,2,6,33.3,4,8,0,8,2,10,29,0
WAL,FW,23,1997,1.4,2,1,0,2,0,0,0,,0,2,0,2,0,2,1,0
ESP,GK,30,1990,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,2
POR,DF,22,1999,20.0,55,41,35,12,8,31,57,54.4,26,24,13,11,29,84,59,0
NED,MF,24,1997,0.8,6,4,4,1,1,1,2,50.0,1,5,1,4,2,8,1,0
URU,FW,34,1987,8.5,4,1,0,3,1,2,8,25.0,6,6,0,6,2,6,8,0
CIV,DF,27,1994,2.4,5,4,4,0,1,3,4,75.0,1,4,2,2,3,8,11,0
BRA,MF,28,1993,22.5,63,27,32,24,7,22,79,27.8,57,38,11,27,32,95,24,0
TUN,FW,18,2003,0.8,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
ENG,DF,28,1993,27.9,34,21,22,8,4,19,31,61.3,12,36,29,7,32,66,101,3
ENG,"FW,MF",21,2000,21.1,14,8,9,4,1,8,22,36.4,14,19,0,19,15,29,5,3
ENG,"FW,MF",28,1992,4.1,9,7,4,3,2,2,6,33.3,4,4,0,4,0,9,1,0
ESP,MF,33,1988,2.6,6,4,2,3,1,3,5,60.0,2,1,0,1,1,7,1,0
ENG,DF,26,1995,17.8,21,13,9,9,3,12,21,57.1,9,22,11,11,9,30,22,2
ENG,"FW,MF",23,1997,13.7,6,5,1,4,1,2,13,15.4,11,10,1,9,5,11,5,1
ENG,"FW,MF",19,2001,14.1,15,9,9,1,5,3,9,33.3,6,5,0,5,1,16,6,0
SRB,MF,32,1988,15.4,31,18,19,11,1,15,31,48.4,16,21,6,15,31,62,21,3
FRA,"MF,FW",28,1993,15.0,13,9,5,7,1,6,28,21.4,22,11,0,11,13,26,16,0
ENG,DF,29,1992,1.8,5,5,3,1,1,2,3,66.7,1,4,4,0,3,8,8,0
FRA,DF,28,1993,20.3,28,19,21,6,1,10,22,45.5,12,18,9,9,18,46,82,1
SCO,MF,24,1996,26.5,65,33,32,24,9,30,61,49.2,31,45,10,35,31,96,60,1
ENG,MF,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
SWE,DF,27,1994,26.2,16,11,9,7,0,9,14,64.3,5,26,17,9,25,41,96,0
FRA,"FW,MF",24,1997,31.2,13,8,6,4,3,3,17,17.6,14,13,2,11,11,24,3,0
BRA,MF,23,1997,11.5,44,23,18,22,4,21,38,55.3,17,25,6,19,9,53,13,0
ENG,FW,29,1992,15.4,9,8,1,5,3,1,4,25.0,3,7,2,5,3,12,10,0
NZL,FW,29,1991,14.7,2,0,1,1,0,1,2,50.0,1,5,2,3,2,4,9,0
IRL,DF,31,1989,11.3,13,10,4,7,2,9,14,64.3,5,14,11,3,13,26,43,1
ENG,DF,29,1992,16.0,16,11,11,4,1,7,11,63.6,4,22,14,8,20,36,101,0
ENG,"FW,DF",30,1990,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
SWE,DF,26,1994,18.2,37,16,25,11,1,27,36,75.0,9,16,10,6,25,62,56,0
SUI,DF,29,1991,24.0,16,11,11,3,2,8,16,50.0,8,27,18,9,32,48,95,2
ARG,DF,32,1989,5.8,3,0,3,0,0,2,5,40.0,3,10,10,0,4,7,28,0
ENG,GK,24,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
ENG,"MF,DF",26,1995,11.1,28,14,11,14,3,12,29,41.4,17,17,8,9,14,42,24,0
ENG,"FW,DF",26,1995,16.4,49,26,34,11,4,26,41,63.4,15,20,2,18,23,72,17,0
ENG,DF,27,1993,22.9,15,7,9,5,1,4,12,33.3,8,38,28,10,22,37,121,1
NIR,DF,23,1998,2.9,8,6,6,1,1,3,4,75.0,1,3,2,1,3,11,8,0
ESP,DF,27,1994,14.0,39,29,28,10,1,21,36,58.3,15,15,6,9,10,49,32,0
IRL,MF,29,1992,0.8,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
ENG,MF,21,1999,22.6,64,37,30,28,6,29,68,42.6,39,37,6,31,21,85,10,1
BRA,"MF,FW",24,1996,28.4,72,38,30,33,9,26,61,42.6,35,46,11,35,34,106,50,2
ENG,MF,29,1992,22.0,30,17,12,18,0,14,34,41.2,20,22,7,15,22,52,20,2
WAL,GK,30,1990,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
ENG,DF,30,1990,4.8,17,10,8,8,1,10,16,62.5,6,10,3,7,10,27,10,0
SVK,GK,32,1989,26.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,8,2
SCO,DF,31,1989,14.9,22,15,10,10,2,10,27,37.0,17,10,2,8,13,35,26,0
ENG,DF,25,1995,16.0,41,26,26,14,1,24,37,64.9,13,15,4,11,25,66,39,1
PAR,"MF,FW",27,1994,19.1,47,29,23,17,7,11,44,25.0,33,14,1,13,20,67,13,0
WAL,DF,29,1991,2.2,7,3,3,4,0,5,8,62.5,3,5,0,5,3,10,5,0
SCO,"FW,MF",27,1994,16.3,10,3,5,3,2,5,13,38.5,8,11,1,10,11,21,11,0
ENG,MF,23,1997,16.3,54,34,18,31,5,24,65,36.9,41,18,6,12,9,63,18,0
IRL,"FW,MF",20,2001,6.9,9,6,2,5,2,2,3,66.7,1,4,2,2,3,12,7,0
IRL,DF,19,2002,4.2,8,6,5,3,0,5,11,45.5,6,8,8,0,5,13,13,0
SCO,GK,25,1996,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0
ENG,DF,19,2001,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,5,0
ENG,DF,28,1993,27.7,23,16,17,6,0,7,12,58.3,5,36,30,6,27,50,139,2
SCO,MF,20,2001,20.6,41,21,16,21,4,14,52,26.9,38,21,4,17,17,58,29,0
ENG,DF,20,2000,23.6,55,37,35,18,2,36,64,56.3,28,26,6,20,44,99,50,0
GER,DF,28,1993,1.7,6,3,5,1,0,3,4,75.0,1,0,0,0,1,7,4,0
GRE,"FW,MF",19,2002,3.7,5,3,3,1,1,2,9,22.2,7,3,0,3,1,6,1,0
GRE,DF,25,1995,13.0,36,21,17,17,2,24,36,66.7,12,22,6,16,19,55,41,1
SCO,DF,29,1991,32.2,44,25,28,14,2,18,35,51.4,17,56,45,11,56,100,176,2
DEN,"MF,DF",23,1998,6.7,22,11,6,14,2,10,20,50.0,10,7,3,4,10,32,19,0
ENG,"FW,MF",18,2003,2.5,3,2,2,1,0,2,3,66.7,1,7,0,7,3,6,1,0
USA,"FW,MF",21,2000,17.5,26,14,15,7,4,14,39,35.9,25,29,2,27,11,37,18,2
SCO,MF,29,1992,30.1,42,22,18,20,4,17,59,28.8,42,29,7,22,34,76,54,0
ENG,"FW,MF",23,1997,10.1,18,7,8,7,3,9,32,28.1,23,10,1,9,7,25,4,0
GER,MF,30,1991,8.5,9,4,5,3,1,4,15,26.7,11,11,1,10,9,18,7,0
NOR,MF,25,1996,18.3,34,21,19,14,1,17,46,37.0,29,17,8,9,19,53,43,1
ENG,DF,21,2000,32.0,64,44,49,15,0,37,55,67.3,18,39,19,20,28,92,96,1
KVX,"FW,MF",25,1996,24.8,31,19,12,12,7,11,30,36.7,19,22,3,19,15,46,23,0
TUR,DF,21,2000,10.2,10,5,4,6,0,5,9,55.6,4,19,11,8,16,26,26,0
FRA,MF,28,1993,25.2,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23,0
POL,"FW,MF",23,1998,5.6,4,3,3,1,0,2,7,28.6,5,3,1,2,2,6,5,1
ENG,DF,27,1993,11.4,24,15,17,6,1,19,27,70.4,8,21,11,10,22,46,48,0
FIN,FW,31,1990,36.1,23,11,2,14,7,6,29,20.7,23,21,1,20,4,27,3,0
NED,GK,33,1988,29.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,10,4
ENG,"FW,MF",23,1998,4.9,15,13,8,6,1,6,17,35.3,11,2,0,2,3,18,2,0
IRL,"MF,FW",18,2002,1.6,2,1,1,1,0,1,4,25.0,3,0,0,0,0,2,2,0
ENG,FW,24,1997,15.7,10,4,2,2,6,0,6,0.0,6,13,1,12,3,13,6,0
ENG,GK,31,1989,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
ALB,FW,19,2001,21.9,12,5,2,7,3,2,9,22.2,7,17,1,16,3,15,11,0
SCO,FW,25,1996,22.7,13,6,5,5,3,2,16,12.5,14,18,2,16,8,21,18,0
ENG,GK,33,1988,19.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,23,2
FRA,MF,22,1999,11.4,22,11,10,9,3,10,24,41.7,14,7,0,7,9,31,10,0
ENG,DF,27,1994,9.0,19,12,13,5,1,6,16,37.5,10,12,7,5,19,38,42,0
ENG,MF,26,1994,35.7,41,24,12,24,5,19,70,27.1,51,43,15,28,40,81,45,1
POL,DF,25,1996,29.2,32,15,18,13,1,19,33,57.6,14,48,27,21,72,104,141,0
ENG,DF,24,1997,29.3,57,33,28,21,8,26,38,68.4,12,29,8,21,37,94,53,1
BRA,DF,24,1997,10.1,18,15,11,7,0,10,18,55.6,8,18,13,5,13,31,50,1
NOR,"MF,FW",26,1994,22.7,36,17,14,15,7,11,39,28.2,28,23,2,21,12,48,28,0
GHA,DF,22,1999,33.0,80,47,54,22,4,40,65,61.5,25,49,26,23,78,158,158,4
MLI,MF,23,1998,5.1,9,3,3,5,1,3,11,27.3,8,6,1,5,2,11,6,1
ENG,"MF,FW",27,1994,20.4,22,14,9,9,4,7,30,23.3,23,21,2,19,8,30,16,0
NGA,"MF,FW",22,1999,8.9,13,9,5,7,1,6,17,35.3,11,13,0,13,6,19,9,0
ESP,MF,29,1991,32.1,77,39,25,45,7,28,73,38.4,45,39,8,31,51,128,43,0
FRA,DF,23,1997,18.0,34,22,18,14,2,16,29,55.2,13,24,6,18,17,51,42,0
IRL,FW,34,1987,3.4,9,5,2,4,3,1,1,100.0,0,4,0,4,0,9,2,0
SCO,MF,29,1992,16.4,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15,0
ENG,"MF,FW",32,1989,4.2,4,2,2,0,2,1,5,20.0,4,3,0,3,5,9,2,0
ENG,DF,18,2002,24.5,54,28,30,18,6,27,45,60.0,18,23,9,14,47,101,50,1
IRL,"MF,FW",21,2000,1.5,4,4,2,2,0,1,3,33.3,2,4,0,4,2,6,0,0
ARG,GK,39,1981,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
TUN,DF,22,1999,4.1,8,6,4,3,1,4,9,44.4,5,6,3,3,6,14,19,1
WAL,DF,28,1993,28.2,36,21,20,12,4,13,26,50.0,13,32,19,13,30,66,75,1
ESP,"FW,MF",20,2001,1.0,3,0,1,0,2,1,2,50.0,1,2,0,2,0,3,0,0
ARG,DF,23,1998,20.5,62,39,39,21,2,22,34,64.7,12,46,21,25,33,95,74,1
ENG,MF,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
COL,DF,25,1996,18.1,41,22,25,14,2,19,28,67.9,9,24,16,8,30,71,54,3
SWE,"MF,FW",21,2000,14.0,19,13,7,10,2,5,23,21.7,18,14,0,14,13,32,3,0
ENG,MF,25,1996,7.3,14,8,10,3,1,5,17,29.4,12,22,5,17,6,20,16,0
BRA,"DF,MF",22,1999,25.4,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92,1
ENG,DF,27,1994,34.1,15,9,6,8,1,7,14,50.0,7,37,32,5,27,42,142,1
ARG,"MF,FW",25,1996,2.6,8,4,4,2,2,4,10,40.0,6,6,1,5,1,9,0,1
ENG,FW,28,1993,35.9,15,5,2,10,3,7,18,38.9,11,26,8,18,3,18,39,0
ENG,MF,25,1996,10.1,15,10,4,9,2,8,21,38.1,13,14,3,11,16,31,10,2
FRA,GK,34,1986,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,24,3
ENG,DF,22,1999,8.2,14,8,7,6,1,9,19,47.4,10,13,5,8,9,23,31,0
WAL,DF,23,1997,1.0,0,0,0,0,0,0,0,,0,2,1,1,0,0,7,0
BRA,"FW,MF",28,1992,19.7,25,10,7,14,4,8,35,22.9,27,19,0,19,18,43,19,0
IRL,DF,29,1992,9.7,18,12,5,11,2,8,14,57.1,6,11,2,9,13,31,20,0
ENG,MF,20,2000,15.0,33,19,14,18,1,15,31,48.4,16,19,7,12,12,45,10,1
DEN,MF,25,1995,35.5,78,45,31,38,9,38,85,44.7,47,61,13,48,48,126,54,0
URU,MF,24,1997,15.1,36,18,14,14,8,16,32,50.0,16,24,9,15,20,56,35,0
ENG,"DF,MF",21,2000,11.6,25,19,14,7,4,11,22,50.0,11,18,3,15,7,32,26,0
ESP,"DF,MF",24,1996,21.3,40,24,15,18,7,22,43,51.2,21,20,8,12,31,71,45,1
KOR,"MF,FW",29,1992,33.4,15,6,5,7,3,5,23,21.7,18,27,6,21,13,28,8,0
NED,"FW,MF",23,1997,6.3,3,2,2,1,0,1,10,10.0,9,3,0,3,1,4,8,0
FRA,MF,24,1996,5.4,10,7,3,5,2,1,8,12.5,7,5,0,5,1,11,1,0
MAR,DF,27,1994,12.0,24,13,11,10,3,12,29,41.4,17,18,6,12,18,42,45,0
ENG,FW,25,1995,0.3,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,0,0
ENG,GK,38,1983,26.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,9,4
BEL,DF,30,1991,13.3,11,5,10,1,0,7,10,70.0,3,20,16,4,14,25,67,1
NIR,DF,32,1989,26.6,32,15,25,6,1,16,30,53.3,14,39,29,10,28,60,132,3
COL,"FW,MF",22,1999,12.7,13,5,5,5,3,5,27,18.5,22,13,1,12,5,18,9,0
ENG,MF,31,1990,1.8,2,1,1,1,0,2,6,33.3,4,2,0,2,0,2,3,0
AUT,GK,27,1994,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0
ENG,DF,31,1990,7.7,16,10,11,4,1,10,24,41.7,14,8,5,3,14,30,11,1
COD,MF,23,1998,8.9,21,13,11,9,1,8,16,50.0,8,6,1,5,9,30,13,0
NGA,"FW,MF",23,1997,28.7,51,35,20,22,9,17,52,32.7,35,36,2,34,15,66,13,0
CHI,DF,24,1997,4.7,7,3,7,0,0,5,8,62.5,3,7,2,5,6,13,35,0
CIV,DF,27,1994,18.0,53,34,31,16,6,27,43,62.8,16,20,4,16,69,122,67,0
MAR,MF,22,1999,15.7,41,21,18,20,3,16,38,42.1,22,28,6,22,42,83,20,1
SEN,"FW,MF",23,1998,20.7,12,7,4,3,5,5,19,26.3,14,10,1,9,9,21,10,0
,DF,20,2000,10.0,31,18,23,5,3,11,26,42.3,15,11,4,7,12,43,32,0
NOR,FW,29,1992,25.0,19,15,7,6,6,4,17,23.5,13,15,4,11,8,27,31,0
BRA,"FW,MF",19,2001,18.3,20,14,7,8,5,6,23,26.1,17,23,3,20,15,35,17,0
SVK,MF,34,1987,21.3,59,39,32,25,2,27,73,37.0,46,30,9,21,27,86,46,2
SWE,"MF,FW",27,1993,9.5,16,6,11,4,1,9,20,45.0,11,10,0,10,5,21,11,0
ESP,DF,30,1991,23.8,35,22,23,10,2,21,37,56.8,16,24,8,16,37,72,51,0
FRA,MF,31,1989,35.8,53,27,27,20,6,28,42,66.7,14,42,13,29,30,83,64,0
CMR,DF,31,1990,1.9,1,0,0,1,0,0,0,,0,2,1,1,2,3,8,0
NGA,MF,25,1995,4.5,11,8,7,4,0,3,8,37.5,5,3,1,2,5,16,5,0
TUR,MF,26,1995,3.7,3,2,1,1,1,1,5,20.0,4,2,0,2,2,5,4,0
BRA,DF,26,1994,18.6,24,11,18,6,0,8,19,42.1,11,21,11,10,43,67,85,3
NGA,FW,23,1997,2.5,2,2,0,2,0,1,1,100.0,0,2,0,2,3,5,3,0
ENG,MF,31,1989,18.0,37,20,19,17,1,18,33,54.5,15,23,6,17,18,55,19,3
ENG,FW,33,1988,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
NGA,DF,27,1993,15.4,18,9,11,6,1,10,15,66.7,5,24,14,10,7,25,82,1
ENG,DF,31,1989,30.3,28,18,18,6,4,13,25,52.0,12,31,18,13,35,63,66,0
CZE,MF,23,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA,GK,28,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
UKR,"FW,MF",31,1989,3.5,4,2,2,2,0,2,8,25.0,6,4,2,2,0,4,2,0
ITA,DF,33,1988,10.2,7,4,5,2,0,3,7,42.9,4,5,4,1,11,18,29,0
COD,"DF,FW",27,1993,7.2,31,23,19,11,1,14,23,60.9,9,9,1,8,9,40,17,0
ENG,DF,21,2000,15.5,33,16,15,15,3,21,28,75.0,7,16,8,8,22,55,55,0
ENG,DF,31,1990,30.6,29,17,20,8,1,14,25,56.0,11,59,52,7,29,58,139,0
ENG,MF,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG,MF,22,1999,35.3,80,42,45,32,3,38,71,53.5,33,45,21,24,63,143,52,1
SCO,DF,19,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
FRA,DF,24,1997,10.7,10,8,5,5,0,4,11,36.4,7,14,13,1,7,17,44,0
ENG,FW,24,1996,33.1,36,20,20,11,5,17,44,38.6,27,29,2,27,21,57,14,0
FRA,DF,26,1994,23.1,11,6,8,3,0,4,7,57.1,3,31,26,5,34,45,132,0
ARG,"MF,FW",28,1993,19.8,28,15,10,11,7,10,35,28.6,25,16,0,16,19,47,10,0
ENG,MF,34,1987,3.7,8,2,7,1,0,5,11,45.5,6,4,1,3,4,12,2,1
JAM,FW,31,1990,33.0,23,17,5,9,9,7,18,38.9,11,19,1,18,3,26,13,0
CRO,"FW,MF",23,1997,6.2,11,7,4,6,1,5,20,25.0,15,4,0,4,2,13,1,0
ESP,"FW,MF",25,1996,31.1,54,28,21,21,12,22,84,26.2,62,49,2,47,27,81,16,1
ENG,DF,28,1992,3.4,2,2,2,0,0,0,1,0.0,1,2,1,1,4,6,6,0
ALG,"FW,MF",25,1995,24.1,28,17,16,9,3,15,38,39.5,23,17,1,16,9,37,8,0
ENG,MF,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
CZE,MF,26,1995,34.0,66,32,27,33,6,28,65,43.1,37,34,13,21,52,118,98,1
CZE,DF,28,1992,24.5,45,25,24,14,7,18,36,50.0,18,31,9,22,22,67,64,1
POL,GK,36,1985,37.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0
ESP,"FW,MF",25,1996,11.9,8,3,6,0,2,3,7,42.9,4,4,1,3,2,10,1,0
WAL,MF,18,2002,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
POR,"DF,FW",21,2000,2.3,9,6,4,5,0,4,5,80.0,1,5,0,5,2,11,1,0
ENG,DF,28,1993,37.3,31,14,23,7,1,16,28,57.1,12,46,40,6,28,59,140,0
POR,"FW,MF",25,1995,16.5,18,11,10,5,3,4,17,23.5,13,8,1,7,10,28,1,0
BRA,"MF,DF",32,1989,16.1,42,22,27,14,1,21,37,56.8,16,25,4,21,28,70,52,0
POR,"FW,MF",21,1999,14.8,28,15,9,13,6,3,19,15.8,16,17,1,16,12,40,1,1
POR,FW,19,2002,6.4,3,2,0,2,1,0,8,0.0,8,2,0,2,1,4,1,0
KOR,"FW,MF",25,1996,20.2,27,13,9,16,2,14,44,31.8,30,10,0,10,13,40,7,1
ENG,GK,34,1986,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ESP,DF,27,1994,11.4,25,15,13,11,1,11,20,55.0,9,14,3,11,13,38,11,0
POR,GK,28,1993,36.5,2,1,2,0,0,2,4,50.0,2,0,0,0,2,4,19,5
POR,MF,34,1986,33.0,74,39,34,27,13,30,106,28.3,76,48,8,40,34,108,36,2
NED,"DF,MF",19,2002,3.4,10,6,5,5,0,7,12,58.3,5,6,0,6,6,16,8,0
BEL,MF,26,1995,21.7,42,17,25,14,3,22,50,44.0,28,37,10,27,9,51,38,1
ENG,MF,19,2002,2.0,4,3,0,4,0,1,1,100.0,0,0,0,0,1,5,1,0
ENG,DF,24,1997,29.9,50,26,38,10,2,24,37,64.9,13,36,21,15,45,95,113,3
ENG,"DF,FW",21,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
POR,"MF,DF",27,1993,23.7,58,39,39,17,2,25,49,51.0,24,23,4,19,21,79,64,1
POR,"FW,MF",21,2000,5.2,4,4,2,0,2,0,9,0.0,9,0,0,0,6,10,1,0
ALG,"DF,MF",20,2001,20.3,64,36,46,15,3,22,44,50.0,22,24,2,22,22,86,39,1
